CompanyId,AsOfDate,SegmentName,SegmentDescription,SubIndustry
IY5EMTNG7X,2024-12-31,Communications,"Communications includes activities in the publishing and distribution of pay and free television channels and the production, sale and distribution of cinema films and TV series, the design and publishing of video games downloadable on mobiles and consoles, ticketing services, performance venues, communication consulting and advertising agencies, sales of magazines, sales and distribution of books, retail sales in passenger transport areas, sale of licences and subscription services.",3082004001
IY5EMTNG7X,2024-12-31,Industry,"Industry includes activities related to the production and sale of electric batteries and their applications (electric vehicles, specialized terminals and systems, and plastic films).",3107006004
ZSJ4VJXG4Y,2024-12-31,Exterior Systems,"Exterior Systems includes Exterior,that develops complex exterior systems (intelligent bumpers and tailgates, integration of functions, protection, design and personalization) that improve performance, connectivity and aerodynamics Lighting, dedicated to automotive lighting systems, from the traditional fields of headlights and signal lighting to intelligent, high-performance products: projection solutions, interior and car body lighting, front lighting and light signaling, lighting electronics.",1020003003
ZSJ4VJXG4Y,2024-12-31,Modules,"Modules is for module design, development and assembly.",1020003003
IY5EMTNG7X,2024-12-31,Other Activities,Other Activities mainly include holding companies.,1035002002
EG7IAIBASB,2024-09-30,Adagio,Adagio segment includes the operation of urban residences leased by the Pierre & Vacances-Center Parcs Group and entrusted under management mandate to the joint venture Adagio SAS; as well as the operation of sites directly leased by the joint venture.,1029003001
EG7IAIBASB,2024-09-30,Center Parks,"Center Parks includes the operation of the Domains marketed under the Center Parcs, Sunparks and Villages Nature brands; Construction/renovation of tourism assets and real estate marketing.",1029003001
EG7IAIBASB,2024-09-30,Great Projects & Senio-riales,"Great Projects & Senio-riales includes Major Projects Directorate (in charge of the construction and construction of new assets on behalf of the Group in France); Senioriales, a subsidiary of real estate development and operation of non-medical residences for autonomous seniors.",3104001002
EG7IAIBASB,2024-09-30,Maeva.com,"Maeva.com includes distribution platform and services, operating the maeva.com, Campings maeva, maeva Home and La France du Nord au Sud brands on the French market and the Vacansoleil brand on European markets.",1029003001
EG7IAIBASB,2024-09-30,Pierre & Holiday,Pierre & Holiday segment includes tourist activity carried out in France and Spain under the Pierre & Vacances brands; Real estate activity in Spain; The activity of the Asset Management Department (in charge of relations with individual and institutional landlords).,1029003001
BQ5OMXRXXU,2024-12-31,Axigate Link,Axigate Link corresponds to the 86C!6ur of information technology for health professionals working in licensed homes or in medico-social and health structures.,2064503099
BQ5OMXRXXU,2024-12-31,Pharmagest,Pharmagest corresponds to the pharmacy informatics sector.,2064503099
3BSPKZYD6K,2024-08-31,Services,"Services include boat work, garage rentals, guarding and berth.",1020004002
3BSPKZYD6K,2024-08-31,Boats,"Boats include the manufacture and trading of pleasure boats, sails and engines.",1020004002
SGK7USZHX2,2024-12-31,Land,"Land includes Acquisition of investment properties for lease, via commercial leases, Rental management and follow-up of customer relations. Rental income is the income from the leases granted by the group.",1041002001
SGK7USZHX2,2024-12-31,Promotion,"Promotion includes The acquisition of building land with a view to the construction and sale of office buildings. Project managementThe real estate margin is the difference between the turnover and the cost of sales, and provisionson receivables and inventories. It is evaluated according to the promotion method.",1041002001
M2X37GVTGW,2024-03-31,Chimney flues & industrial chimneys,"Chimney flues & industrial chimneys segment is engaged in design and manufacture of smoke evacuation systems for the residential and tertiary sectors as well as construction, installation, audit and maintenance of industrial chimneys.",3104003099
SGK7USZHX2,2024-12-31,Real Estate Services,"Real Estate Services includes Coworking space , Catering, Hospitality, Fees.",1041002002
FUERB5ES7C,2024-12-31,Industry & Solutions,"Industry & Solutions segment supports equipment manufacturers and industrial infrastructure project managers in customizing their cabling and connectivity solutions to enable them to meet their electrification, digitization and automation challenges. It covers the following markets: transport (aeronautics, rail, shipbuilding, automotive), automation, renewable energy (solar, wind), resources (oil and gas, mining) and others (nuclear, medical, handling).",3107006001
IA4QZCSHYY,2024-12-31,Diffusion,"Diffusion segment is carried out by the company towercast and byits Finnish subsidiary, Telemast Nordic, consists of at commercialize some services from diffusion mainly FM and DAB+ radio and television in DTT, from a network of broadcast sites.",3082003002
IA4QZCSHYY,2024-12-31,Other activities,"Other activities bring together support functions related to NRJ group holding company, IT activities, the group audio and audiovisual activity and real estate assets held by the group.",3103001001
IA4QZCSHYY,2024-12-31,Radio,"Radio cluster includes i)Radio, ii) Events, iii) Digital, iv) Advertising Agency, v) Shows, and other productions, vi) Trademark licensing and agreement.",3082003002
FUERB5ES7C,2024-12-31,Other,"Other includes certain specific or centralized activities for the entire Group giving rise to expenses and expenses not allocated between the segments - the Conductive wires activity including wire rod, conductive wires.",3107006001
